c Parsing PB file...
c Converting 673 PB-constraints to clauses...
c   -- Unit propagations: (none)
c   -- Detecting intervals from adjacent constraints: ################################################################
c   -- Clauses(.)/Splits(s): .................................................................................................................................................................
c ---[ 671]---> BDD-cost:    1
c ---[ 669]---> BDD-cost:    1
c ---[ 667]---> BDD-cost:    1
c ---[ 665]---> BDD-cost:    1
c ---[ 663]---> BDD-cost:    1
c ---[ 661]---> BDD-cost:    1
c ---[ 659]---> BDD-cost:    1
c ---[ 657]---> BDD-cost:    1
c ---[ 655]---> BDD-cost:    1
c ---[ 653]---> BDD-cost:    1
c ---[ 651]---> BDD-cost:    1
c ---[ 649]---> BDD-cost:    1
c ---[ 647]---> BDD-cost:    1
c ---[ 645]---> BDD-cost:    1
c ---[ 643]---> BDD-cost:    1
c ---[ 641]---> BDD-cost:    1
c ---[ 639]---> BDD-cost:    1
c ---[ 637]---> BDD-cost:    1
c ---[ 635]---> BDD-cost:    1
c ---[ 633]---> BDD-cost:    1
c ---[ 631]---> BDD-cost:    1
c ---[ 629]---> BDD-cost:    1
c ---[ 627]---> BDD-cost:    1
c ---[ 625]---> BDD-cost:    1
c ---[ 623]---> BDD-cost:    1
c ---[ 621]---> BDD-cost:    1
c ---[ 619]---> BDD-cost:    1
c ---[ 617]---> BDD-cost:    1
c ---[ 615]---> BDD-cost:    1
c ---[ 613]---> BDD-cost:    1
c ---[ 611]---> BDD-cost:    1
c ---[ 609]---> BDD-cost:    1
c ---[ 457]---> Adder-cost: 129   maxlim: 2226   bits: 13/12
c ---[ 456]---> Adder-cost: 246   maxlim: 1927   bits: 12/11
c ---[ 455]---> Adder-cost: 139   maxlim: 1969   bits: 12/11
c ---[ 454]---> Adder-cost: 249   maxlim: 1536   bits: 12/11
c ---[ 453]---> Adder-cost: 166   maxlim: 2387   bits: 13/12
c ---[ 452]---> Adder-cost: 224   maxlim: 1745   bits: 12/11
c ---[ 451]---> Adder-cost: 132   maxlim: 2118   bits: 13/12
c ---[ 450]---> Adder-cost: 244   maxlim: 1716   bits: 12/11
c ---[ 449]---> Adder-cost: 158   maxlim: 2685   bits: 13/12
c ---[ 448]---> Adder-cost: 234   maxlim: 2498   bits: 13/12
c ---[ 447]---> Adder-cost: 119   maxlim: 1219   bits: 12/11
c ---[ 446]---> Adder-cost: 241   maxlim: 2312   bits: 13/12
c ---[ 445]---> Adder-cost: 125   maxlim: 1607   bits: 12/11
c ---[ 444]---> Adder-cost: 245   maxlim: 3519   bits: 13/12
c ---[ 443]---> Adder-cost: 134   maxlim: 928   bits: 11/10
c ---[ 442]---> Adder-cost: 268   maxlim: 2207   bits: 13/12
c ---[ 441]---> Adder-cost: 168   maxlim: 2278   bits: 13/12
c ---[ 440]---> Adder-cost: 233   maxlim: 3142   bits: 13/12
c ---[ 439]---> Adder-cost: 136   maxlim: 932   bits: 11/10
c ---[ 438]---> Adder-cost: 237   maxlim: 894   bits: 11/10
c ---[ 437]---> Adder-cost: 137   maxlim: 2408   bits: 13/12
c ---[ 436]---> Adder-cost: 235   maxlim: 1976   bits: 12/11
c ---[ 435]---> Sorter-cost: 2504     Base: 2 2 2 2 2 3 2 13
c ---[ 434]---> Adder-cost: 224   maxlim: 1482   bits: 12/11
c ---[ 433]---> Adder-cost: 140   maxlim: 2307   bits: 13/12
c ---[ 432]---> Adder-cost: 269   maxlim: 2202   bits: 13/12
c ---[ 431]---> Adder-cost: 186   maxlim: 2411   bits: 13/12
c ---[ 430]---> Adder-cost: 233   maxlim: 2116   bits: 13/12
c ---[ 429]---> Adder-cost: 152   maxlim: 2149   bits: 13/12
c ---[ 428]---> Adder-cost: 207   maxlim: 1752   bits: 12/11
c ---[ 427]---> Adder-cost: 130   maxlim: 1404   bits: 12/11
c ---[ 426]---> Adder-cost: 206   maxlim: 2275   bits: 13/12
c ---[ 425]---> Adder-cost: 122   maxlim: 2029   bits: 12/11
c ---[ 424]---> Adder-cost: 224   maxlim: 2017   bits: 12/11
c ---[ 423]---> Adder-cost: 131   maxlim: 1856   bits: 12/11
c ---[ 422]---> Adder-cost: 225   maxlim: 1510   bits: 12/11
c ---[ 421]---> Adder-cost: 141   maxlim: 2350   bits: 13/12
c ---[ 420]---> Adder-cost: 224   maxlim: 1506   bits: 12/11
c ---[ 419]---> Adder-cost: 134   maxlim: 2629   bits: 13/12
c ---[ 418]---> Adder-cost: 237   maxlim: 2176   bits: 13/12
c ---[ 417]---> Adder-cost: 137   maxlim: 2082   bits: 13/12
c ---[ 415]---> BDD-cost:    1
c ---[ 413]---> BDD-cost:    1
c ---[ 411]---> BDD-cost:    1
c ---[ 409]---> BDD-cost:    1
c ---[ 407]---> BDD-cost:    1
c ---[ 405]---> BDD-cost:    1
c ---[ 403]---> BDD-cost:    1
c ---[ 401]---> BDD-cost:    1
c ---[ 399]---> BDD-cost:    1
c ---[ 397]---> BDD-cost:    1
c ---[ 395]---> BDD-cost:    1
c ---[ 393]---> BDD-cost:    1
c ---[ 391]---> BDD-cost:    1
c ---[ 389]---> BDD-cost:    1
c ---[ 387]---> BDD-cost:    1
c ---[ 385]---> BDD-cost:    1
c ---[ 383]---> BDD-cost:    1
c ---[ 381]---> BDD-cost:    1
c ---[ 379]---> BDD-cost:    1
c ---[ 377]---> BDD-cost:    1
c ---[ 375]---> BDD-cost:    1
c ---[ 373]---> BDD-cost:    1
c ---[ 371]---> BDD-cost:    1
c ---[ 369]---> BDD-cost:    1
c ---[ 367]---> BDD-cost:    1
c ---[ 365]---> BDD-cost:    1
c ---[ 363]---> BDD-cost:    1
c ---[ 361]---> BDD-cost:    1
c ---[ 359]---> BDD-cost:    1
c ---[ 357]---> BDD-cost:    1
c ---[ 355]---> BDD-cost:    1
c ---[ 353]---> BDD-cost:    1
c ---[ 352]---> Adder-cost: 81   maxlim: 135   bits: 9/8
c ---[ 351]---> Sorter-cost: 1359     Base: 2 2 3
c ---[ 350]---> Sorter-cost: 1036     Base: 2 3
c ---[ 349]---> Sorter-cost:  831     Base: 3 2 13
c ---[ 348]---> Sorter-cost: 1016     Base: 2 2 3
c ---[ 347]---> Sorter-cost:  764     Base: 2 2 3
c ---[ 346]---> Sorter-cost: 1218     Base: 2 2 3
c ---[ 345]---> Sorter-cost:  841     Base: 2 2 3
c ---[ 344]---> Sorter-cost: 1347     Base: 3 3 5
c ---[ 343]---> Sorter-cost:  971     Base: 3 3 5
c ---[ 342]---> Adder-cost: 98   maxlim: 99   bits: 8/7
c ---[ 341]---> Adder-cost: 83   maxlim: 94   bits: 8/7
c ---[ 340]---> Sorter-cost: 1327     Base: 2 2 3
